0,7/26/2021,home,1,1,1
1,7/27/2021,home,1,1,1
2,7/28/2021,home,1,1,1
3,7/29/2021,home,1,1,1
4,7/30/2021,home,1,1,1
5,7/31/2021,weekend,1,1,1
6,8/1/2021,weekend,1,1,1
0,8/2/2021,office,1,1,1
1,8/3/2021,office,1,1,1
2,8/4/2021,office,1,1,1
3,8/5/2021,office,1,1,1
4,8/6/2021,office,1,1,1
5,8/7/2021,weekend,1,1,1
6,8/8/2021,weekend,1,1,1
